number,role_who_decides,question,option_A,option_B,option_C,option_D,option_E,conflict_valid,realism_score,question_word_count,question_length_ok,option_one_sentence_ok,inferred_A,inferred_B,inferred_C,inferred_D,inferred_E,mapping_all_ok,mapping_mismatches,style_purity_score,surface_balance_score,neutral_tone_score,issues,short_rationale,repaired,repair_attempts,repair_notes
78,Newly qualified nurse,"As a newly qualified nurse on nights, the charge nurse assigns you two additional high-acuity patients because staffing is short. You worry you cannot monitor everyone safely and still finish required checks. Do you accept, or ask for another plan?",I accept the added patients and continue the shift under the charge nurse’s assignment.,I state that I will not take the additional patients because I judge the workload unsafe.,I offer to take one additional patient now while the second is reassigned or covered by someone else.,I ask to problem-solve together to redistribute tasks and patients so everyone is covered safely for the remainder of the shift.,I say little in the moment and plan to raise the staffing concern with the manager after the shift.,True,5,40,True,True,conform,assert,compromise,collaborate,avoid,True,,5,4,4,"Option B is somewhat absolute (flat refusal) and could be framed as requesting an immediate safety review/escalation to keep tone more neutral. | Option E delays addressing an immediate patient-safety risk, which may read as less plausible in high-acuity context despite fitting an avoidant style.","Clear, realistic staffing/safety conflict with interdependent roles and an immediate decision point. Options map cleanly to distinct conflict styles and are similarly plausible, with minor tone/realism concerns for the most extreme assertive and avoidant responses.",False,0,
79,Resident physician,"On rounds, the senior surgeon orders discharge and no anticoagulation for a high-risk postoperative patient despite prior DVT. You believe guidelines support prophylaxis and an extra day, but the surgeon wants orders signed now. What do you do right now?",I sign the surgeon’s orders as written and proceed with discharge planning without adding anticoagulation.,I refuse to sign the orders and enter my recommended prophylaxis and extended stay in the chart.,I suggest discharge as planned but add limited prophylaxis or expedited outpatient follow-up to partially address risk.,I request a brief discussion to review risks and guidance together and agree on a plan balancing safety and discharge goals.,"I delay signing, gather more clinical details or another opinion, and return to the decision after rounds.",True,5,40,True,True,conform,assert,compromise,collaborate,avoid,True,,5,4,5,"Option B implies unilaterally overriding the attending surgeon’s plan, which may be unrealistic depending on local hierarchy/policies and could be interpreted as unsafe/insubordinate, though it remains a clear 'assert' choice. | Option E could be read as prudent information-gathering rather than purely avoidant; the 'delay signing' framing keeps it mostly in avoid but slightly blurs intent.","The vignette presents a clear, realistic intra-team conflict with an urgent decision point. Response options are one sentence each, neutrally worded, and map cleanly to distinct conflict styles with good balance and minimal cues about correctness.",False,0,
80,Medical student on clinical placement,"In clinic, you notice the attending told a patient their biopsy was 'probably benign' before pathology confirmed malignancy. The patient asks you why staff seemed unsure, and you are told to avoid confusing them. What do you do right now?","I follow the attending’s direction, give a minimal response, and redirect the patient to speak with the attending.",I tell the patient that pathology confirmed malignancy and that the earlier reassurance may have been premature.,I acknowledge there was uncertainty and recommend waiting for the attending’s explanation while answering only general questions.,I suggest bringing the attending in now so the updated results and prior messaging can be explained clearly together.,"I avoid answering, say I need to check something, and leave the conversation for the team to handle later.",True,4,40,True,True,conform,assert,compromise,collaborate,avoid,True,,4,3,4,"High-stakes disclosure: Option B has the learner independently disclosing a malignancy result, which may be unrealistic for a medical student depending on local policy/supervision and could be seen as clearly risky. | Option C blends two styles (partial transparency plus deferral), making it slightly less “pure” than the other options. | Some options may appear more professionally/ethically favorable on the surface (D) and others more obviously problematic (E), reducing perceived balance.","The vignette presents an interdependent, time-pressured conflict between patient communication needs and a supervisor’s directive. Roles and setting are plausible, though the student disclosing definitive malignant results is context-dependent. Options largely map cleanly to distinct conflict styles, with minor mixing in the partial-deferral option and some imbalance in how acceptable the options appear.",False,0,
81,Junior nurse,"During shift, a patient falls while awaiting assistance but seems uninjured. The charge nurse tells you not to file an incident report because it hurts metrics and to chart that the patient 'slid to the floor'. How do you respond?",I document the event using the wording the charge nurse suggests and do not submit an incident report.,"I file the incident report and document the fall plainly, even if the charge nurse disagrees.",I document that the patient fell and agree to submit the incident report at shift end after reassessing and discussing it again.,I ask the charge nurse to review policy with me and agree on accurate documentation and appropriate reporting steps together.,I postpone documentation and reporting for now and focus on other tasks until I have more time.,True,3,40,True,True,conform,assert,compromise,collaborate,avoid,True,,4,4,5,"The scenario is realistic and presents a clear ethical/policy conflict, but it is strongly loaded toward a compliance vs. integrity framing (pressure to misdocument), which can make one option feel more professionally expected even without explicitly marking it correct. | Option C mixes elements of assertiveness (documenting the fall) with delay/appeasement (waiting until shift end to file), making the style classification less pure than the others. | Option E’s postponing of documentation/reporting is plausible as avoidance, but it may be seen as unsafe/noncompliant in many settings, slightly reducing surface balance. | Minor wording could increase neutrality: ""hurts metrics"" and ""slid to the floor"" are realistic but emphasize the impropriety, which may reduce perceived balance.","This is a valid, realistic healthcare conflict with interdependent parties and a decision point about accurate documentation and incident reporting. Options generally map cleanly to distinct conflict styles, though Option C blends approaches and the overall scenario leans toward an ethics-compliance dilemma, reducing balance.",False,0,
82,Resident physician,"As a resident in the ED, you suspect pulmonary embolism in a pregnant patient with tachycardia. The consultant physician calls it anxiety and orders you to cancel imaging to avoid radiation, despite your high-risk assessment. What do you do now?",I cancel the imaging order and document the consultant’s assessment and plan in the chart.,I proceed with ordering the indicated imaging based on my assessment and do not cancel it.,I agree to hold the CT for now but request an alternative test and set a short reassessment deadline.,I ask for a rapid joint discussion with the consultant and relevant teams to choose the safest diagnostic plan.,I pause the imaging decision and step away to reassess later rather than addressing the disagreement now.,True,4,40,True,True,conform,assert,compromise,collaborate,avoid,True,,5,4,4,"In many ED settings, a resident may not be able to unilaterally proceed with CT imaging over a consultant/attending directive without an escalation pathway, so option B may feel administratively unrealistic unless framed as involving supervising authority. | Clinical nuance: PE workup in pregnancy often includes shared decision-making and alternative modalities (e.g., V/Q scan, compression ultrasound), which is partially captured but could be referenced more explicitly in the scenario stem if desired.",The vignette presents a clear interdependent conflict (resident vs consultant) with incompatible priorities (maternal/fetal safety vs diagnostic certainty) and an immediate decision point. Options map cleanly to distinct conflict styles with mostly neutral phrasing and similar face validity.,False,0,
83,Junior nurse,"As a nurse, you find a missing dose in the opioid cabinet count at shift change. The charge nurse tells you to sign the count as correct and 'we'll fix it tomorrow' to avoid an investigation. What do you do?",I sign the count as correct as instructed and continue with the shift without further action.,I refuse to sign the count as correct and insist we report the discrepancy immediately.,I offer to help reconcile the count briefly and agree to escalate only if we cannot resolve it quickly.,I propose we recount together and follow the formal discrepancy process while documenting each step transparently.,"I delay dealing with the count and move on to other tasks, planning to revisit the issue later.",True,5,40,True,True,conform,assert,compromise,collaborate,avoid,True,,4,4,5,"Option C slightly blends compromise with collaboration (offers help to reconcile), though the conditional escalation keeps it mostly compromise. | Option D is longer/more procedurally detailed than the others, giving it a mild advantage in perceived professionalism/appeal despite being one sentence.","The vignette presents a clear, realistic nurse–charge nurse conflict with incompatible goals (accurate controlled-substance accountability vs. avoiding investigation) at a concrete decision point. Response options map cleanly to distinct conflict styles with generally balanced, neutrally worded phrasing.",False,0,
84,Family member / caregiver,"As your father’s caregiver in ICU, you recall his written wish to avoid prolonged ventilation. The attending physician says discussing withdrawal now could 'undermine hope' and asks you to agree to another week of full support. What do you decide?",I agree to another week of full life support and follow the attending physician’s recommendation.,I insist we follow his written wishes now and request a shift to comfort-focused care.,"I agree to a shorter, clearly defined time-limited trial of support with a scheduled reevaluation date.",I request a family meeting with the attending and palliative care to align treatment with his stated goals.,I postpone making a decision today and ask to revisit the plan after I have more time and support.,True,3,40,True,True,conform,assert,compromise,collaborate,avoid,True,,5,4,4,"Option B uses slightly loaded language (""insist""), which can reduce neutrality compared with parallel wording across options. | Option D may read as the most socially desirable/clinically endorsed action (palliative care + family meeting), which can slightly reduce surface balance. | The attending framing (withdrawing discussion could ""undermine hope"") is somewhat paternalistic; plausible, but could benefit from a more neutral phrasing to avoid signaling a 'wrong' stance.","Clear, realistic ICU surrogate-decision conflict (patient’s written wishes vs clinician’s request to continue full support) with an immediate decision point. Options map cleanly to distinct conflict styles and are one sentence each; minor tone/surface-balance biases make one option feel more obviously 'best.'",False,0,
85,Medical student on clinical placement,"During pre-op consent, a patient asks me about a small but real risk of permanent nerve injury from a procedure. The attending tells me not to raise rare complications because it increases refusals. How should I respond right now today?",I follow the attending’s direction and avoid mentioning the rare nerve-injury risk unless asked again.,I tell the patient clearly about the nerve-injury risk despite the attending’s instruction not to discuss it.,"I give a brief, generalized statement about rare serious risks without detailing nerve injury, then move on.",I ask the attending to join us so we can address the patient’s question fully while keeping the explanation balanced.,I tell the patient the attending will answer consent questions and step away from the conversation for now.,True,5,40,True,True,conform,assert,compromise,collaborate,avoid,True,,3,4,5,"Option A blends conforming to authority with avoiding disclosure (mixed style signal). | Option C is a partial disclosure that could be read as compromise or avoidance due to lack of specifics (mixed style signal). | Clinical realism/ethics: the scenario hinges on informed consent standards (material risks) vs. hierarchical pressure; this is plausible but makes some options ethically problematic, which may reduce perceived balance for test-takers.","The vignette presents a clear, realistic conflict among patient informational needs, an attending’s instruction, and a student’s role constraints. Options cover a range of conflict styles, though A and C each blend two styles, reducing purity; overall tone is neutral and options are mostly comparable in surface plausibility.",False,0,
86,Junior nurse,"During admission assessment, I find a new sacral pressure injury not mentioned in the ED handoff. My nurse manager asks me to chart it as present on admission to match prior documentation in the record. How should I document today?","I chart the injury as present on admission, following my manager’s request and keeping my note consistent with prior documentation.","I chart my assessment and state it was first identified on admission, despite my manager’s request to label it present on admission.","I chart the injury details and document the onset as uncertain, then tell my manager I used neutral timing language for now.",I ask my manager to review ED documentation with me and consult wound care so we agree on onset and document it together.,I postpone documenting the injury’s timing and tell my manager I will return to the chart after completing other admission tasks.,True,5,40,True,True,conform,assert,compromise,collaborate,avoid,True,,4,5,4,Option C is mildly style-mixed (could be read as avoidant hedging rather than a true compromise) because it delays a definitive stance via 'uncertain' timing language.,"The vignette presents a clear, realistic documentation conflict between a junior nurse and manager with incompatible constraints (accuracy/ethics vs consistency/pressure) and an immediate decision point. Options are mostly one-style and balanced; C is slightly ambiguous between compromise and avoidance.",True,1,"Reframed the manager’s request as aligning with prior documentation to reduce overt ethical imbalance while preserving conflict. Ensured the prompt is exactly 40 words in 3 sentences ending with a decision question. Adjusted options to be single-sentence, first-person, similar length, and uniquely map to conform/assert/compromise/collaborate/avoid without overlap."
87,Patient,"My oncologist recommends a PET scan to plan treatment, but the hospital administrator says my insurer will only approve a cheaper CT first. The next appointment is soon, and delays worry me. What should I decide now about testing today?",I agree to follow the insurer requirement and schedule the CT first as instructed.,I refuse the CT and insist on getting the PET scan approved before proceeding with any imaging.,I schedule the CT now but also request an appeal for the PET with a clear timeframe for a decision.,I ask my oncologist and the administrator to work together on prior authorization so imaging meets both medical needs and coverage rules.,I hold off on scheduling any imaging today and revisit the decision after my next oncology appointment.,True,5,40,True,True,conform,assert,compromise,collaborate,avoid,True,,4,5,5,"Option C contains two actions (schedule CT + appeal PET), which slightly reduces single-style purity though it still reads primarily as compromise.","The vignette presents a plausible, time-pressured insurance-authorization conflict with interdependent parties (patient/oncologist vs coverage constraints) and a clear decision point. Options map cleanly to distinct conflict styles, are similarly actionable, and are neutrally phrased; only option C blends steps but remains a clear middle-ground approach.",False,0,
88,Medical student on clinical placement,"On medicine rounds, I see yesterday’s blood culture finalized MRSA, yet the attending plans discharge and tells me not to mention it until they “review later.” The patient asks if any tests were abnormal. How should I respond right now?","I keep quiet and tell the patient results are still being reviewed, leaving disclosure to the attending.",I tell the patient the culture grew MRSA and that the discharge plan should be reconsidered despite the attending’s instruction.,I tell the patient there is a test result needing follow-up and suggest waiting for the attending to explain specifics before discharge.,I ask the attending for a brief private discussion and propose we inform the patient together and update the plan based on the MRSA result.,I excuse myself and avoid answering by finding another team member to address the patient’s question.,True,2,40,True,True,conform,assert,compromise,collaborate,avoid,True,,4,4,4,"Option C slightly blends compromise with avoidance (partial disclosure plus deferral), making the primary style a bit less distinct. | Option B’s phrasing is mildly adversarial (“despite the attending’s instruction”), which can reduce tone neutrality, though it remains plausible. | Option E is a clear avoidance tactic but may read as clinically unsafe/unprofessional if no handoff is ensured.","The vignette presents a realistic, high-stakes inpatient conflict between a medical student’s duty to patient transparency/safety and an attending’s directive to delay disclosure, with an immediate decision point when the patient asks about abnormal tests. Options generally map cleanly to distinct conflict styles and are balanced and plausible, with minor style/tone ambiguity in the partial-disclosure option.",False,0,
89,"Allied health trainee (e.g., PT/OT student)","As a PT student, my clinical director says I must document 45 minutes of therapy for every inpatient to meet billing targets, even when sessions are shorter. They ask me to copy yesterday’s template now. What do I do today?",I follow the instruction and chart 45 minutes using the template regardless of the actual session length.,I refuse to change the minutes and document only the care I actually provided even if it creates conflict.,I document a middle-ground estimate by rounding up somewhat while not claiming the full 45 minutes for every patient.,I ask to review the billing expectations together and work out an accurate documentation approach that still meets operational needs.,I hold the note for now and say I need clarification from my supervising therapist before entering any minutes.,True,5,40,True,True,conform,assert,compromise,collaborate,avoid,True,,4,3,4,"Conflict is valid and clear, but the scenario centers on explicit billing/documentation fraud, which can reduce realism for routine training vignettes and makes the 'best' ethical choice more obvious. | Option C mixes a conflict-handling style (compromise) with an inherently unethical/illegal action (misstating minutes), creating a strong negative cue that harms surface balance. | Options are not surface-balanced: A and C are clearly inappropriate/illegal, while B and D are clearly appropriate, making the intended response easier to spot. | Tone is mostly neutral, but 'to meet billing targets' and 'copy yesterday’s template' signal wrongdoing strongly and may feel leading. | Option E could be read as either avoid (delay/deferral) or collaborate (seeking guidance); 'hold the note for now' pushes it toward avoidance but adds some ambiguity in style purity.","Two interdependent parties (student and clinical director) have incompatible demands (billing targets vs accurate documentation) with an immediate decision point, but the explicit fraud framing makes response options ethically lopsided and slightly blurs the intended style signal in option E.",False,0,
90,Patient,"I am a patient with advanced heart failure and a signed DNR, but the consultant physician says hospital policy requires changing to full code for today’s procedure. They warn it may be cancelled otherwise. What should I choose right now?",I agree to change my status to full code so the procedure can proceed under the stated policy.,I refuse to change my DNR status and insist my decision be respected even if the procedure is cancelled.,"I agree to a limited, time-bound code status for the procedure only, keeping my DNR otherwise.",I ask to discuss a plan with the consultant and anesthesia team to honor my DNR while addressing procedure-specific safety concerns.,I postpone the decision by asking to delay the procedure so I can think and speak with my family or advocate.,True,4,40,True,True,conform,assert,compromise,collaborate,avoid,True,,5,5,5,"Minor realism/ethics note: A blanket policy requiring temporary conversion to full code for procedures is controversial and less common in modern perioperative DNR practice, but still plausible as a source of conflict.","Clear interdependent conflict between patient autonomy (existing DNR) and clinician/policy constraints tied to proceeding with a procedure, with an immediate decision point. Options are one sentence each, neutrally worded, and map cleanly to distinct conflict styles without signaling a 'correct' choice.",False,0,
91,Junior nurse,"At 6 p.m., the charge nurse assigns me a seventh patient, including two on high‑flow oxygen, because staffing is short. I worry I can’t monitor safely and will miss meds. How should I respond now without getting labeled uncooperative tonight?",I accept the seventh patient assignment and focus on prioritizing tasks within the shift as instructed.,I tell the charge nurse I cannot safely take the seventh patient and insist the assignment be changed.,I agree to take an added patient only if one high‑acuity patient is reassigned to balance the load.,"I ask the charge nurse to work with me to find coverage, redistribute acuity, and set shared safety priorities.",I acknowledge the assignment for now and postpone the conversation about unsafe workload until later in the shift.,True,5,40,True,True,conform,assert,compromise,collaborate,avoid,True,,5,5,4,"Realism: While the staffing/acuity tension is plausible, the phrasing assumes the charge nurse can readily “find coverage” or “redistribute acuity” at 6 p.m.; that may be possible but is context-dependent. | Neutral tone: Option B uses “insist,” which can read more confrontational than necessary, slightly reducing neutrality.","The scenario presents a clear, time-pressured safety vs staffing conflict between interdependent roles with an immediate decision point. Options are one sentence each, map cleanly to distinct conflict styles, and are mostly balanced and neutrally phrased, with minor wording/feasibility concerns.",False,0,
92,Medical student on clinical placement,"During rounds, I realize yesterday I gave a patient double the ordered heparin dose after a confusing handoff. The attending tells me it’s corrected and we shouldn’t alarm the patient. What do I do next to address safety and honesty?","I follow the attending’s direction, keep the error between staff, and continue caring for the patient without mentioning it.",I tell the attending I will disclose the error and file the appropriate safety report despite their objection.,"I ask the attending to inform the patient, while I document the event and monitoring plan without speaking to the patient myself.","I propose we disclose together with pharmacy input, explain risks and monitoring, and submit a report to prevent recurrence.",I stop raising the issue right now and wait to seek guidance from my clerkship supervisor at a later time.,True,5,40,True,True,conform,assert,compromise,collaborate,avoid,True,,4,5,4,"Realism: Scenario is plausible, but the attending's blanket stance to not inform the patient after a heparin double-dose may feel somewhat simplified without mention of institutional disclosure policy or patient harm status. | Option C: Style is slightly mixed—asking the attending to disclose is deferential (conform/avoid), while documenting and a monitoring plan is task-focused; overall reads like a compromise but could be interpreted as avoiding direct disclosure responsibility. | Option B: Tone is somewhat oppositional ('despite their objection') and implies unilateral action that may exceed a medical student's role in some settings, reducing realism and neutrality slightly.","The vignette presents a clear interdependent conflict between trainee duty to safety/honesty and attending preference to avoid disclosure. Options are mostly one-style and balanced, with minor ambiguity in C and a slightly confrontational/role-stretching framing in B.",False,0,
93,Resident physician,"In the ED, my patient has new urinary retention and saddle numbness, and I suspect cauda equina syndrome. The hospital administrator says after‑hours MRI needs special approval and urges waiting until morning. How should I proceed now to prevent paralysis?","I comply with the policy pressure, continue observation, and plan the MRI for the morning.",I insist on immediate MRI and push the order through now based on my clinical judgment.,I agree to a brief delay with hourly neuro checks and a clear trigger to activate urgent MRI sooner.,I call radiology and the on‑call spine team with the administrator to secure approval or an alternative urgent pathway.,I pause further action and defer the decision until my attending arrives to negotiate next steps.,True,5,40,True,True,conform,assert,compromise,collaborate,avoid,True,,5,4,3,"The conflict is clinically plausible and clearly interdependent, but the administrator’s authority to directly delay urgent imaging may read as oversimplified without mention of the attending, radiology policy, or on-call escalation pathways. | The stem’s phrasing (“to prevent paralysis”) heightens urgency and can implicitly bias respondents toward more aggressive options. | Option B (“push the order through”) is somewhat vague operationally and may imply bypassing processes, which can blur whether it is pure assert vs. unsafe/unrealistic behavior.","The vignette presents a clear, realistic ED time-sensitive conflict (suspected cauda equina vs after-hours MRI approval constraints) with a decision point. Options map cleanly to standard conflict styles, though the stem’s urgent framing and slight administrative oversimplification reduce neutrality and surface balance.",False,0,
94,Junior doctor (intern),"As an intern on nights, I assess a post-op patient with fever, confusion, and elevated lactate. The senior surgeon says it's expected inflammation and wants no cultures or antibiotics until morning rounds. How should I respond now for safety tonight?","I follow the surgeon’s plan, continue routine monitoring, and document my findings without starting new tests or treatment.","I order cultures and start antibiotics based on my assessment, telling the surgeon I am proceeding despite disagreement.","I obtain urgent cultures and repeat labs now, but hold antibiotics until the surgeon reviews the results in the morning.","I contact the surgeon to review sepsis concerns and propose an agreed escalation plan, involving rapid response if needed.","I avoid challenging the plan tonight, focus on close observation, and plan to raise my concerns again at morning rounds.",True,5,40,True,True,conform,assert,compromise,collaborate,avoid,True,,5,4,4,"Option B wording ('despite disagreement') is slightly more adversarial than necessary, which can cue test-takers toward/away from it. | Options A and E are both highly passive and may feel partially redundant in intent (conform vs avoid), reducing distinctiveness. | Option C mixes immediate escalation (cultures/repeat labs) with deferral on antibiotics; it still reads as compromise but could be interpreted as partial collaboration depending on reader.","The vignette presents a clear, realistic night-cover safety conflict with interdependent parties (intern vs senior surgeon) and an immediate decision point. Options are single-sentence, mostly neutrally phrased, and map cleanly to distinct conflict styles with minor redundancy and slight tonal cueing.",False,0,
95,Family member / caregiver,"As my mother’s caregiver on the oncology ward, I hear the consultant propose another line of chemotherapy despite hospitalizations and worsening function. When I ask about prognosis, he says discussing palliative care will 'take away hope.' What do I do?","I accept the consultant’s approach, avoid raising palliative care again, and focus on supporting my mother through the proposed treatment.","I insist on an honest prognosis discussion and request a palliative care consultation now, even if the consultant disagrees.",I agree to proceed with the immediate plan but ask to schedule a separate prognosis and palliative care conversation within the next day.,I request a structured family meeting including the consultant and palliative care to align treatment choices with my mother’s goals.,I step back from the conversation for now and postpone the topic until another clinician brings it up or my mother asks.,True,5,40,True,True,conform,assert,compromise,collaborate,avoid,True,,4,5,5,"Option C could be interpreted as compromise (delay/sequence) or collaborate (planning a dedicated conversation); wording is mostly compromise but slightly blends styles. | Option B’s wording ('insist') is more forceful than others, though still plausible and not overtly 'correct'.","Clear interdependent conflict between caregiver seeking prognosis/palliative discussion and consultant prioritizing continued chemotherapy/maintaining hope, with a concrete decision point about how to respond. Setting and roles are realistic. Options are one sentence each, balanced, and map cleanly to distinct conflict styles with only minor blending in option C.",False,0,
96,Patient,"As a patient recovering from a mild stroke, therapy recommends inpatient rehab because I live alone and still fall. The hospital administrator says my insurer only covers home visits and plans discharge tomorrow. How should I decide about discharge today?","I accept the discharge plan as presented, even though it is not my preferred level of rehabilitation support.","I refuse discharge unless inpatient rehab is arranged, stating I will not agree to go home under the current plan.","I agree to discharge but ask for a middle-ground package, such as more frequent home therapy and added safety equipment.",I meet with therapy and case management to create a home plan that addresses safety and supports an appeal to the insurer.,"I defer the decision today, avoid committing to a plan, and ask to revisit discharge after more time to think.",True,5,40,True,True,conform,assert,compromise,collaborate,avoid,True,,4,5,5,"The hospital administrator is an uncommon primary communicator for insurance coverage and discharge planning; case management/discharge planner is more typical. | Option B frames refusal as fully controlling the discharge decision; in practice, patients can decline/appeal but discharge decisions involve the clinical team and may lead to an AMA discharge process. | Option D blends two actions (safety planning and insurer appeal) which can slightly reduce single-style purity, though it remains predominantly collaborative.","The vignette presents a plausible discharge-versus-rehab coverage tension with clear interdependent parties and a time-sensitive decision. Options are mostly well-balanced, neutrally worded, and map cleanly to distinct conflict styles, with minor realism and style-purity concerns (administrator role emphasis; assert option implies unilateral control; collaborate option bundles plan-building with an appeal).",False,0,
97,Resident physician,I am the resident on call for a postpartum patient with pleuritic chest pain and tachycardia. The consultant physician says it is anxiety and wants discharge without D-dimer or imaging. How should I respond before the discharge order is signed?,I go along with the consultant’s plan and proceed with discharge as directed.,I insist on my assessment and order the recommended PE workup despite the consultant’s objection.,I propose a middle ground by keeping the patient briefly for a limited test or short observation before discharge.,I ask to discuss shared concerns and co-create a plan that addresses PE risk while considering the consultant’s priorities.,I step back for now by delaying action and handing the decision over to the next team or later review.,True,5,40,True,True,conform,assert,compromise,collaborate,avoid,True,,5,4,4,"Option B may read as bypassing team hierarchy/escalation pathways (e.g., attending-to-attending discussion) rather than explicitly invoking established safety escalation, which could slightly reduce realism/neutrality. | Option E implies delaying care for a potentially serious condition; while it fits 'avoid,' it is clinically risky and may feel less plausible as an acceptable response in urgent postpartum PE concern.","The vignette presents a clear, time-sensitive disagreement between interdependent clinicians about discharge vs PE evaluation, making it a valid and realistic healthcare conflict. Options map cleanly to the five conflict styles with minimal overlap and largely neutral phrasing, though the assert and avoid options may feel less professionally realistic without mentioning escalation or patient-safety processes.",False,0,
98,Newly qualified nurse,"I am a newly qualified nurse, and my patient slipped while transferring and hit their elbow. The charge nurse says to document it as 'no fall' and skip an incident report to protect unit statistics. What should I do now?",I follow the charge nurse’s direction and chart it in the way they requested without filing a report.,I document the fall accurately and file the incident report even if the charge nurse disagrees.,I document a brief factual note and file a simplified report while avoiding extra details that might escalate conflict.,I ask the charge nurse to review the documentation with me and agree on accurate wording and appropriate reporting together.,I avoid confronting it immediately by pausing the documentation and waiting to address it later with someone else.,True,5,40,True,True,conform,assert,compromise,collaborate,avoid,True,,4,3,4,"Option A is strongly unethical/legally risky, making it an obvious non-choice and reducing surface balance. | Option C blends goals (accurate documentation + minimizing details) and could be read as both compromise and partial avoidance, slightly reducing style purity. | Scenario framing highlights metric-protection motive; realistic, but it increases moral loading toward reporting-focused options.","The vignette presents a clear, realistic healthcare documentation/safety conflict with interdependent roles and an immediate decision point. Options mostly map cleanly to single conflict styles, though one option (C) is somewhat mixed and one option (A) is clearly unacceptable, which affects balance.",False,0,
99,Family member / caregiver,"As my father’s caregiver, I’m told he can’t be transferred to the nursing facility unless he receives a feeding tube. The department head says this is standard despite advanced dementia and recurrent aspiration. How should I respond today, right now?",I agree to the feeding tube to meet the facility requirement and move the transfer forward.,I refuse the feeding tube and insist on comfort-focused care even if it delays placement.,I accept a limited trial of tube feeding with clear stop criteria so the transfer can proceed while limiting long-term commitment.,"I request an urgent meeting to explore alternatives, clarify goals of care, and seek a plan that respects comfort priorities and placement needs.",I defer the decision for now by asking to postpone consent and revisit it after more time or another discussion.,True,5,40,True,True,conform,assert,compromise,collaborate,avoid,True,,5,5,4,"Option B uses slightly charged language (""refuse,"" ""insist""), though it still fits an assert style and remains clinically plausible.","The vignette presents a realistic, time-pressured caregiver decision involving interdependent parties (caregiver vs. facility/department requirements) with incompatible goals (placement requirement vs. comfort-focused care). Response options are one sentence each, map cleanly to distinct conflict styles, are comparably actionable, and avoid signaling a single correct answer, with only minor tone skew in one option.",False,0,
100,Medical student on clinical placement,"On ward rounds, I notice the attending orders IV contrast CT for a patient whose chart lists anaphylaxis to contrast. When I mention it, they say the allergy note is outdated and to proceed. What should I do now safely?",I stay quiet and help the team proceed with the ordered contrast CT as instructed.,I state that I cannot support giving contrast with a documented anaphylaxis history and insist the order be changed now.,I suggest proceeding with urgent imaging but ask to switch to a non-contrast study or premedication as a middle-ground.,"I ask to pause briefly to verify the allergy history with the patient and chart, then work with radiology to choose the safest imaging plan.",I step back from the discussion and wait to raise my concern later with someone else or after rounds.,True,5,40,True,True,conform,assert,compromise,collaborate,avoid,True,,4,5,4,"Option C contains multiple different actions (non-contrast vs premedication), which can blur the single-style signal even if it reads as compromise. | Option D includes several sequential actions (pause, verify with patient/chart, coordinate with radiology); still collaborative but slightly multi-component compared with other options. | Option B uses strong language (“insist”), which can read as escalatory; still clearly assertive, but tone is less neutral than other choices.","The scenario presents a clear, plausible safety-related conflict with an immediate decision point. Options map cleanly to classic conflict styles and are mostly balanced and neutrally phrased, with minor purity/tone issues due to multi-action wording and stronger phrasing in B.",False,0,
101,Junior nurse,"During a busy shift, I discover a patient’s central line dressing was soaked overnight and the site looks increasingly red. The charge nurse says not to document it yet because infection metrics are reviewed monthly. How should I respond today?",I follow the charge nurse’s direction and delay documenting the dressing issue for now.,"I document the finding and notify the provider per policy, even if the charge nurse disagrees.",I document the dressing change and redness in the chart but agree to hold off on submitting any formal report until after I speak again with the charge nurse.,"I ask the charge nurse to review the policy with me, then together notify the provider and document the assessment and plan transparently.",I focus on other tasks for the moment and postpone addressing the documentation disagreement until later in the shift.,True,5,40,True,True,conform,assert,compromise,collaborate,avoid,True,,4,4,5,"Option C blends two different processes (clinical documentation vs formal reporting) and includes multiple sequential actions, making the primary conflict style slightly less pure. | Option E implies delaying response to a potentially infected central line site, which reduces realism for typical nursing safety expectations and makes the option feel obviously undesirable. | The scenario is highly plausible, but the specific rationale 'infection metrics are reviewed monthly' for delaying documentation is somewhat simplistic; in practice, the pressure is often framed around audits/quality reporting rather than timing alone.","The vignette presents a clear, realistic safety/ethics conflict between accurate documentation/escalation and a supervisor’s request to delay. Options generally map cleanly to distinct conflict styles, with C slightly mixed and E somewhat obviously unsafe, affecting balance and purity.",False,0,
